정류소 번호,정류소 아이디,정류소 명,위도,경도,정류장 구분
1001,167970102,영주삼거리,35.11532333,129.0332617,시내
1003,167970301,시민아파트,35.115075,129.0316783,시내
1005,167970302,중앙공원.민주공원입구,35.11447333,129.0298583,시내
1008,167970201,동아아파트,35.11396667,129.0304267,시내
1010,167660301,부산터널위,35.113068,129.031769,시내
1011,167840202,동주파크맨션,35.11144167,129.02967,시내
1013,168020202,금호아파트,35.11149667,129.03072,시내
1015,167840203,청운아파트,35.109655,129.0305383,시내
1017,168020201,부산디지털고,35.109566,129.031799,시내
1021,168020102,중구청.메리놀병원,35.10753447,129.0329333,시내
1024,167910102,거북맨션,35.10979623,129.0339339,시내
1026,167910202,코모도호텔,35.11018833,129.0348783,시내
1027,167670201,영주신호대,35.111245,129.0344317,시내
1028,167680201,영주동,35.11225491,129.0350043,시내
1036,167930101,2부두,35.10856167,129.0406533,시내
1044,169270202,연안여객터미널,35.10607667,129.039155,시내
1046,167930201,부산세관,35.10401667,129.03744,시내
1047,167710301,제일은행앞,35.10295167,129.0348333,시내
1048,167950102,백산기념관.영화체험박물관,35.10268257,129.0342469,시내
1052,167730101,부산항만공사,35.10077,129.037685,시내
1058,208830101,중앙공원.민주공원,35.112736,129.028602,시내
1061,167960201,영도대교.남포역,35.09731831,129.0360163,시내
1064,167850202,영도대교,35.09705833,129.035885,시내
1068,168000105,자갈치시장,35.097535,129.032435,시내
1076,168000102,신동아시장,35.09713381,129.0293006,시내
1080,167810401,서구청.충무동,35.09802842,129.0255678,시내
1083,167920101,부평시장,35.10125833,129.0251683,시내
1085,167920501,남포주유소,35.10150561,129.0225112,시내
1088,167890101,보수초등학교,35.10562987,129.0238655,시내
1090,167770301,보수사거리,35.10324833,129.0243683,시내
1092,167790201,국제시장,35.10284445,129.0286089,시내
1096,167790204,국제시장.부산근대역사관,35.10277284,129.030568,시내
1101,167790101,새들맨션,35.10501667,129.0309433,시내
1103,168250101,중구종합사회복지관,35.10577,129.02863,시내
1105,168410206,보수아파트,35.10738667,129.0261567,시내
1107,168410205,혜광고교,35.10892333,129.024225,시내
1111,167780101,보수동책방골목,35.10305667,129.0264483,시내
1113,167670203,코모도호텔입구,35.10809113,129.0343147,시내
1703,510080000,중부경찰서삼거리,35.10756417,129.0362468,시내
1704,510130000,중앙역.중부경찰서삼거리,35.10670363,129.0362418,시내
1705,510120000,중앙역.부산우체국,35.10333253,129.036284,시내
1707,509930000,부산데파트,35.1008113,129.0364297,시내
1709,509840000,남포역.옛시청교차로,35.09859655,129.035766,시내
1711,509830000,남포동,35.09792981,129.0325367,시내
1713,510040000,자갈치역.비프광장,35.09812482,129.0295042,시내
2002,168570301,구덕초등학교,35.1195851,129.0129313,시내
2004,168780301,서부교육청,35.11816833,129.0119733,시내
2006,168470401,동아대병원입구,35.1174473,129.0167113,시내
2007,168570101,구덕운동장,35.11655833,129.0167683,시내
2009,168950301,동대신3동,35.11722,129.0182933,시내
2011,168410202,동대고개,35.11605684,129.0217543,시내
2013,168410203,대신여중,35.1133,129.0257783,시내
2015,168410204,락서암,35.11035667,129.0246133,시내
2018,167900101,화랑초등학교,35.10983305,129.0227178,시내
2020,168370101,동대시장,35.11065502,129.0199411,시내
2022,168670301,동대시장.동대신역,35.11041004,129.0184501,시내
2023,168670101,부산터널입구,35.11166396,129.0228448,시내
2024,168820301,서여고,35.11262833,129.0212833,시내
2026,168470202,동신초등학교입구,35.11453833,129.0192617,시내
2027,168470201,동신초등학교,35.11513,129.01817,시내
2030,168330101,문화아파트,35.11544584,129.0166483,시내
2031,168340201,부경고교,35.114255,129.0140117,시내
2034,168620401,삼육부산병원,35.112665,129.011595,시내
2035,168610101,삼육부산병원.서대신역,35.11159667,129.0119117,시내
2036,168620302,서대신교차로.서대신역,35.11057689,129.0111201,시내
2038,168760101,광민약국.서대신동,35.11106833,129.0098167,시내
2040,168620201,서대신역.서부경찰서,35.11043,129.01316,시내
2041,168620101,서대신역.서대신교차로,35.11225669,129.0132317,시내
2043,168320303,구덕운동장(종점),35.11389,129.0157633,시내
2045,168320301,서대신우체국,35.11290253,129.0164914,시내
2046,168320201,동대신역,35.11107765,129.0171518,시내
2048,168370301,서대시장.동대신역,35.1098648,129.0167973,시내
2050,168280101,서대시장,35.10945,129.0161717,시내
2052,168370201,서부교회,35.10918667,129.0183,시내
2055,168460304,대진아파트,35.08727667,129.0244833,시내
2056,168350201,동아대부민캠퍼스,35.106025,129.0200917,시내
2057,168950101,동아대학교병원,35.11942772,129.0166502,시내
2061,168530401,영락교회,35.10338333,129.02061,시내
2064,168380101,부산대학병원.토성역,35.10134333,129.019925,시내
2066,168380401,토성역.아미동입구,35.09994,129.018015,시내
2068,168500301,아동보호종합센터,35.10001667,129.0158717,시내
2069,168500302,양성슈퍼,35.10022333,129.0133567,시내
2070,168600301,까치새길입구,35.10138,129.01153,시내
2071,168600302,아름다운교회,35.10309,129.0109617,시내
2076,168500201,아미치안센터,35.09943502,129.0160775,시내
2078,168490101,아미초등학교,35.09774333,129.017205,시내
2080,168380301,토성동,35.09805,129.0205283,시내
2084,208920102,암남공원,35.06311833,129.019225,시내
2085,167920303,서구청,35.09764789,129.0251522,시내
2087,168460201,충무동해안시장,35.09615736,129.0252464,시내
2089,211000106,자갈치역.충무동해안시장,35.09577425,129.0245128,시내
2090,168460303,충무동교차로,35.09562667,129.0242667,시내
2091,168460401,자갈치역.충무동교차로,35.09662684,129.0238026,시내
2094,168750302,하동상회,35.09623833,129.0182383,시내
2096,168750301,초장중학교,35.094505,129.0190867,시내
2098,168480103,초장동,35.09285671,129.018436,시내
2100,168750201,대원사,35.091555,129.020005,시내
2102,168400201,남부민시장입구,35.09265387,129.0221269,시내
2104,168460301,충무쇼핑.충무동새벽시장,35.092815,129.023895,시내
2106,211000104,공동어시장,35.089665,129.024375,시내
2108,168540303,남부민초등학교,35.08782833,129.0234067,시내
2110,168640303,동천아파트,35.09005667,129.021685,시내
2112,168750203,남부민동경로당,35.08767,129.02179,시내
2114,168730202,천마우편취급국,35.08584833,129.0225133,시내
2116,168460305,등대시장,35.08471333,129.02478,시내
2118,211000101,대림아파트,35.082445,129.0251483,시내
2120,168450102,부산관광고교,35.08211833,129.0220017,시내
2121,168540301,남부민2동주민센터,35.083805,129.020285,시내
2124,168540101,신익아파트,35.07998833,129.02039,시내
2126,211000201,암남동주민센터,35.07986201,129.0213187,시내
2128,168560101,송도교차로,35.07836833,129.0183633,시내
2129,168560301,송도입구,35.079465,129.0180467,시내
2130,168420301,고신대학교복음병원,35.08147046,129.0161511,시내
2131,168430201,알로이시오기념병원,35.08211833,129.01282,시내
2136,168560201,송도초등학교,35.07883833,129.016815,시내
2138,209910203,송도해수욕장,35.076375,129.0161333,시내
2140,168560203,송도공영주차장,35.074225,129.015295,시내
2142,208920202,혜성아파트,35.07149833,129.0161383,시내
2144,208920101,휴게소,35.06607833,129.0192967,시내
2147,168550201,모지포마을입구,35.06279167,129.0163333,시내
2148,168550202,모지포마을,35.06377167,129.014585,시내
2149,168780102,경성전자고등학교,35.11605574,129.0135498,시내
2151,168510101,동원냉장,35.065605,129.012798,시내
2152,168510301,감천1.2.3부두,35.06832833,129.0094683,시내
2154,168760201,민들레맨션,35.10864833,129.0092033,시내
2156,210980301,인성글로벌냉장,35.072705,129.006735,시내
2158,208850201,한일냉장,35.08054,129.0053883,시내
2160,168780302,서대신금호아파트(종점),35.11932333,129.0111617,시내
2161,209910201,송도혜성아파트(종점),35.072275,129.015955,시내
2162,168250305,동대신2동,35.11524333,129.0238267,시내
2166,208850202,동양레미콘,35.07578667,129.0060017,시내
2169,168780101,대신중학교,35.117025,129.01375,시내
2170,168570501,경남고등학교,35.11913667,129.0179917,시내
2171,208920201,현대아파트,35.07090221,129.0175323,시내
2173,168750204,해강노인관,35.08504167,129.0202183,시내
2177,168520201,성진수산,35.06218652,129.0120101,시내
2179,168850201,부산국제수산물도매시장,35.059938,129.011436,시내
2182,212650201,수산가공선진화단지입구,35.05705224,129.0122832,시내
2184,215970101,수산가공선진화단지,35.05463798,129.0119554,시내
2186,168750205,남부민동,35.08326948,129.0179927,시내
2187,168630201,동산교회,35.08439027,129.0157694,시내
2188,168870201,알로이시오고교,35.08234815,129.0122987,시내
2191,210740201,천마마을,35.08451163,129.0144322,시내
2195,168600303,까치고개,35.10458167,129.011425,시내
3001,170050202,범곡교차로,35.14008672,129.0562937,시내
3003,169300101,부산범천교회,35.14184118,129.0548604,시내
3004,169210102,아름빌아파트,35.14152152,129.0522487,시내
3006,169210101,서광교회,35.139965,129.05114,시내
3008,169410301,범일초등학교,35.14069833,129.0490067,시내
3009,169410302,삼화약국,35.14337333,129.0487933,시내
3014,210060101,성북고개,35.138795,129.04816,시내
3017,210060201,좌천할인마트.서린엘마르더뷰,35.13672468,129.0470004,시내
3018,210050101,좌천동농심가슈퍼,35.13684333,129.0472967,시내
3019,169230301,수정삼거리,35.13534833,129.04568,시내
3023,169230201,수정5동,35.13402167,129.0446783,시내
3025,169230202,수정성당입구,35.13232833,129.046115,시내
3027,169440301,수정초등학교,35.13136667,129.046995,시내
3028,169200101,수성초등학교,35.13391167,129.042705,시내
3030,169200301,동여중,35.13232167,129.042245,시내
3032,169500301,수정2동,35.13030167,129.04061,시내
3034,169500101,수정아파트,35.12719,129.040875,시내
3036,169500102,묘심사,35.12651333,129.03943,시내
3037,169180201,부산서중학교,35.12593656,129.0357555,시내
3040,169310103,초량6동,35.12421,129.0348467,시내
3042,169310102,부산컴퓨터과학고교,35.12223833,129.0338733,시내
3044,169310101,금수사,35.11983167,129.0307667,시내
3046,169450502,초량6동주민센터,35.12013667,129.0337367,시내
3048,169310203,(구)해룡약국,35.119645,129.0361217,시내
3049,169310301,화신아파트,35.11851833,129.0300883,시내
3051,169310302,동일파크맨션,35.11687512,129.0336164,시내
3061,169330202,부산역후문,35.11431167,129.0430417,시내
3065,169100301,국민은행,35.11718,129.0396433,시내
3066,169450401,초량지구대,35.11792622,129.0377286,시내
3068,169450503,부산고교,35.120503,129.038198,시내
3073,169140301,초량시장입구,35.11864627,129.0407977,시내
3074,169130201,부산역.초량시장입구,35.11687316,129.0401425,시내
3082,169030401,초량역3번출구,35.119834,129.041653,시내
3083,169450101,(구)성분도병원,35.12259833,129.0403283,시내
3085,169040301,경남여중,35.12411333,129.042385,시내
3086,169040201,인창병원,35.12268333,129.0429317,시내
3093,169340201,4부두,35.11929966,129.0475395,시내
3099,169610202,고관입구,35.12634833,129.0453733,시내
3101,169490101,동구청,35.12684333,129.045055,시내
3103,169440201,수정시장,35.12862,129.04634,시내
3113,169350101,부두119안전센터,35.12567358,129.0513983,시내
3115,169670401,남해지방해양경찰청,35.127555,129.05485,시내
3124,170030201,범일5동주민센터,35.13042333,129.05423,시내
3126,170000201,대양산업,35.13132667,129.0573333,시내
3128,169940101,보급창,35.132115,129.059665,시내
3129,169920201,자성대,35.13458667,129.06077,시내
3136,169950302,좌천동가구거리(좌천역),35.13527,129.0552367,시내
3144,169770201,시민회관.동부산우체국,35.13829333,129.0625433,시내
3146,169990101,범일동국민은행,35.13892595,129.0608784,시내
3149,164200201,자유.평화시장,35.1406355,129.0602515,시내
3151,208120101,덕림아파트,35.12631553,129.0384861,시내
3153,169450504,초량어린이집,35.11968113,129.0318436,시내
3157,169530101,수정4동(종점),35.12741667,129.0387633,시내
3158,169860101,범5호교,35.14061,129.0630217,시내
3159,169210202,범일초등학교입구,35.139865,129.051478,시내
3161,169210201,나웅하이빌,35.1388205,129.053638,시내
3165,169220102,금성고등학교,35.1344761,129.05213,시내
3167,169220103,좌이경로당,35.1329991,129.049849,시내
3169,169240201,하승빌라,35.1341937,129.048035,시내
3171,169170201,아르미나아파트,35.12552096,129.0357889,시내
3172,169470101,수정1동공영주차장,35.12484024,129.0390241,시내
3173,169070201,이편한세상부산항.(구)성분도병원,35.1224433,129.0400831,시내
3175,169950101,한성기린아파트,35.13913567,129.056577,시내
3178,169470102,한림유치원,35.12393281,129.0399311,시내
3179,216730101,부산항국제여객터미널,35.11776084,129.0483051,시내
3180,216740101,부산항국제여객터미널입구,35.11762546,129.0475176,시내
3182,169200302,수정산가족체육공원입구,35.13175671,129.0404965,시내
3183,169070301,걸스카우트회관,35.12291259,129.0393737,시내
3186,504670000,눌원빌딩,35.13684331,129.0652516,시내
3210,169420101,안창마을입구,35.1444,129.04819,시내
3701,509900000,범일역,35.13749004,129.0592891,시내
3703,509980000,부산진시장,35.13536722,129.0593234,시내
3706,510060000,자성대교차로,35.13418362,129.0588411,시내
3708,510070000,좌천역.좌천삼거리,35.13308302,129.0538661,시내
3709,509920000,봉생병원,35.13059194,129.0505044,시내
3711,509990000,부산진역,35.12891709,129.048828,시내
3713,509780000,YMCA,35.12520457,129.0450769,시내
3715,509810000,경남여중입구,35.12295981,129.0437924,시내
3717,510140000,초량역.초량교차로,35.12019929,129.0423633,시내
3719,509960000,부산역,35.11607999,129.0400122,시내
4001,170170301,미광마린타워,35.09360833,129.043095,시내
4002,170160101,영도봉래시장,35.09332833,129.0432417,시내
4003,170350401,해동병원,35.091975,129.0441417,시내
4005,170300301,영선119안전센터,35.09016333,129.04319,시내
4007,170300402,영도우체국,35.09148066,129.0420142,시내
4010,170180401,대교동,35.09262167,129.0386567,시내
4011,170400301,영도경찰서,35.09299,129.0377683,시내
4014,211060201,깡깡이예술마을,35.09129,129.0374417,시내
4016,211500301,남항동,35.09011667,129.03854,시내
4017,211500101,대교사거리,35.09146252,129.0394619,시내
4020,171050101,태종대초등학교,35.06489667,129.081115,시내
4021,211240301,남항시장,35.088785,129.04245,시내
4024,208940102,차고지,35.06341409,129.081256,시내
4025,170240101,영선아랫교차로,35.08623167,129.04011,시내
4028,170220502,영선위교차로,35.085475,129.0424417,시내
4031,170100101,부산보건고,35.08302,129.04135,시내
4033,170380201,흰여울문화마을,35.07958154,129.0441938,시내
4037,211170101,신선중학교,35.08152667,129.0448017,시내
4039,170430101,신선동주민센터,35.0833694,129.0453847,시내
4041,170440101,남도여중,35.08609,129.046145,시내
4043,211830102,삼거리이용원,35.09156667,129.0489533,시내
4044,170340301,외나무약국,35.08824,129.046955,시내
4046,211830101,영도배수지,35.09044,129.04797,시내
4048,170120201,센트럴에일린의뜰,35.09223667,129.04952,시내
4051,170940303,봉래2동마을건강센터,35.09375167,129.052765,시내
4053,170110103,영월사,35.09401167,129.0544517,시내
4055,170940301,청학고개,35.09405,129.05663,시내
4056,170350201,교통순찰대.센트럴에일린의뜰,35.09366073,129.0464317,시내
4059,170310201,한성맨션,35.09499374,129.0507646,시내
4061,211390302,HJ중공업,35.09603833,129.0536567,시내
4063,170310101,봉학초등학교,35.09564417,129.0535611,시내
4064,211390301,SK부산저유소,35.09797048,129.0556113,시내
4065,170310102,신도브래뉴아파트,35.0972777,129.0554676,시내
4066,210810101,청학시장,35.09721,129.0598767,시내
4067,170980302,청학동부산은행,35.09644667,129.0615367,시내
4069,170930101,청학성당,35.09574333,129.063065,시내
4070,171000302,청학주유소,35.09403333,129.0648033,시내
4072,170990101,영도구청,35.08944833,129.068255,시내
4074,209570301,동삼주공,35.08613833,129.07252,시내
4075,170990102,동삼주공아파트입구,35.08688833,129.0716567,시내
4076,171200201,상리종합사회복지회관,35.08539333,129.0710383,시내
4078,171210201,동삼3동주민센터,35.08443167,129.0687383,시내
4080,171480102,관리사무소,35.08517,129.0674267,시내
4081,171480101,나상가,35.08631667,129.06722,시내
4082,171200101,동삼삼거리,35.0846578,129.0722925,시내
4084,211100201,일동미라주아파트,35.08184,129.0708,시내
4086,209710401,동삼시장,35.079165,129.0703733,시내
4088,171130201,동삼국민은행앞교차로,35.076183,129.072144,시내
4090,171190301,삼창파크맨션,35.07539833,129.0725783,시내
4091,171060302,에덴금호아파트,35.07241333,129.075435,시내
4093,171290102,해양대입구,35.071358,129.07817,시내
4095,171050102,하리,35.06874667,129.0804283,시내
4098,171280101,롯데캐슬블루오션,35.07310333,129.0728533,시내
4099,171190302,KT동삼빌딩,35.07306167,129.0726417,시내
4100,171280401,중리초등학교,35.07349333,129.07194,시내
4102,171310302,벽산비치타운,35.07509667,129.07092,시내
4104,171070202,체육고등학교,35.07158588,129.0663295,시내
4105,171370302,쌍용자동차학원,35.08637475,129.0594827,시내
4106,171310301,동삼1동행정복지센터,35.07549833,129.0685217,시내
4108,171140201,절영아파트,35.07624,129.06582,시내
4110,171150301,고신대학,35.07810167,129.064515,시내
4114,171240202,청학초등학교,35.09258167,129.059755,시내
4115,171070302,영도여고,35.07268,129.0646867,시내
4118,170920301,해동중학교,35.07157167,129.069115,시내
4119,171280301,조양아파트,35.07230327,129.0712548,시내
4121,171330202,남고교,35.06973,129.0672017,시내
4122,171330201,영도중리,35.06957667,129.06695,시내
4124,171080201,함지그린아파트,35.07015833,129.0614083,시내
4126,171080102,절영복지회관,35.07157993,129.0622808,시내
4128,171070303,반도보라아파트,35.07114,129.0608467,시내
4130,171350101,75광장,35.07080167,129.05827,시내
4133,171350201,함지골수련원,35.07302333,129.0538767,시내
4135,171620101,백련사,35.07584,129.0485283,시내
4137,171620201,영선아파트,35.07776833,129.04631,시내
4139,171360202,고신대3강의동,35.08042688,129.0637483,시내
4141,170320301,홈플러스,35.09573,129.04468,시내
4145,171360201,광명고교,35.081915,129.062705,시내
4147,171410201,일신마리나아파트,35.08664,129.06311,시내
4148,171390101,롯데낙천대,35.08836789,129.0607859,시내
4149,171440101,(구)해사고,35.08889167,129.0597033,시내
4150,170950301,영광아파트,35.09116,129.05691,시내
4151,170950302,시영아파트,35.09210167,129.0526283,시내
4166,171470301,삼신아파트,35.09231,129.05434,시내
4167,171470201,청산학원,35.09000115,129.0579636,시내
4168,171130301,영도교회,35.07690816,129.0735132,시내
4170,171180101,동삼초등학교,35.079372,129.0740819,시내
4172,171170401,국제크루즈터미널입구,35.0802089,129.0773159,시내
4174,171170402,미창석유,35.08579202,129.0758456,시내
4176,170970201,송강중공업,35.0886804,129.0721671,시내
4177,211380101,(주)국보,35.08966599,129.0710528,시내
4178,211380301,(주)거청,35.09421993,129.067906,시내
4180,211380302,대선조선,35.096235,129.063855,시내
4182,211380303,청학수변공원,35.0980791,129.0600506,시내
4184,211380304,부산조선,35.09948504,129.0581312,시내
4186,215470104,국립해양박물관,35.07808618,129.0790178,시내
4187,210960101,영선2동행정복지센터,35.08705756,129.0420271,시내
4192,171050202,태종대.태종대온천,35.06368167,129.080885,시내
4196,171130101,동삼혁신지구입구.동삼교회,35.073838,129.074425,시내
4197,171130202,동삼혁신지구입구,35.07532098,129.073675,시내
4198,171060401,한국해양대.부산해사고,35.07244974,129.0774196,시내
4200,217270202,한국해양수산연수원,35.07643306,129.0753063,시내
4202,217270201,국립수산물품질관리원,35.07894605,129.0751178,시내
5005,210470301,세정고등학교,35.174984,129.076401,시내
5006,172680101,가야1치안센터,35.15462167,129.036825,시내
5007,171900302,미진마트,35.15198667,129.035565,시내
5008,172470401,청수탕,35.169885,129.035095,시내
5010,164370201,부전역,35.162235,129.0621467,시내
5011,164820301,양정역6번출구,35.1737427,129.0730445,시내
5014,164000201,양정역4번출구,35.17324109,129.0723865,시내
5017,164000501,백조아파트,35.17365333,129.06983,시내
5023,164190101,양정대원칸타빌,35.17066464,129.067643,시내
5025,172180401,국제백양아파트,35.16839244,129.0277048,시내
5027,164010301,하마정,35.17428833,129.0673783,시내
5029,164030101,양정현대아파트,35.17457166,129.0652702,시내
5030,164030301,정묘사,35.17448,129.061503,시내
5032,164030302,화인아파트,35.17186,129.05919,시내
5034,164040201,부산시민공원,35.17111953,129.0563599,시내
5035,171720202,국립부산국악원,35.17164726,129.0548957,시내
5036,172480301,성의신용협동조합,35.17389898,129.0550306,시내
5038,171720302,부산진고교,35.17832493,129.0536795,시내
5040,171710301,초읍초등학교,35.18054595,129.0513468,시내
5042,171690301,어린이대공원입구,35.18113696,129.0471176,시내
5044,171690302,삼광사입구,35.17769271,129.0480443,시내
5046,171690303,성곡시장입구,35.17500948,129.0487731,시내
5047,171690304,성곡시장,35.17388707,129.0490879,시내
5050,172100501,부산시설공단,35.17163358,129.049929,시내
5051,171660101,LG디스커버리랩,35.16962411,129.0501223,시내
5052,172480201,연지일동아파트,35.1699,129.05219,시내
5054,172500201,부암고가교,35.16773,129.049845,시내
5056,172500301,동원아파트.협성휴포레,35.16642333,129.0481917,시내
5057,172370102,동원아파트,35.16638167,129.0483717,시내
5058,172500302,부암새고개,35.16596667,129.0457167,시내
5060,172690101,동의대학교입구.동의대역,35.153645,129.031235,시내
5061,193500303,시민도서관,35.18312604,129.0506159,시내
5062,172370301,당감시장,35.16604343,129.0412438,시내
5064,164620301,네오스포,35.15306558,129.053985,시내
5066,165240301,협성피닉스,35.170065,129.0386167,시내
5068,165250301,부암3동주민센터,35.16866514,129.0395628,시내
5071,171980301,늘푸른교회,35.17008667,129.0364717,시내
5074,172140501,용사촌입구,35.17118529,129.0337403,시내
5077,172410301,백양터널,35.171365,129.024862,시내
5078,172160401,당감백산아파트,35.16923833,129.0329367,시내
5079,172690302,가야전신전화국,35.15365993,129.0287717,시내
5081,172780101,당감동,35.16856,129.03596,시내
5082,172450301,부산진구생활문화센터,35.167715,129.036835,시내
5083,171880201,화승삼성아파트,35.16671402,129.0387451,시내
5085,172370302,당감사거리,35.16567959,129.0396643,시내
5087,172650301,당감초등학교,35.16341667,129.039665,시내
5089,172220101,태을의원,35.16536333,129.03863,시내
5090,172570301,당감4동,35.16532667,129.0378283,시내
5092,172220301,개성고등학교입구,35.16498,129.0342167,시내
5094,172360301,백양로교회앞,35.16430333,129.0313683,시내
5096,172180402,개원초등학교,35.16624833,129.0288,시내
5097,172600101,국제프라자아파트,35.16763288,129.0275409,시내
5101,171940301,개금주공아파트,35.15900789,129.0305283,시내
5102,171940302,개포초등학교,35.15846038,129.0282943,시내
5103,172050201,한국신발관,35.15785478,129.0257475,시내
5104,172070201,개금3동주민센터,35.15607729,129.0229081,시내
5106,172060301,신개금엘지아파트,35.15486249,129.0194834,시내
5108,173130301,개금역.개금초등학교,35.15424458,129.020885,시내
5110,194660301,냉정고개,35.15176789,129.0154336,시내
5113,172310301,개금역,35.15223776,129.0201777,시내
5115,172110303,개금1치안센터,35.15040167,129.02111,시내
5117,172270301,백병원입구,35.14829828,129.0198773,시내
5118,172790201,주례여자고등학교,35.14782982,129.0164061,시내
5119,194590201,개금시장,35.14821333,129.0172633,시내
5123,165260201,벽산아파트,35.147705,129.0234433,시내
5126,165260101,진성아파트,35.14869,129.0265767,시내
5128,172020101,가야공원입구,35.14773667,129.028865,시내
5130,172550101,가야고교,35.14771167,129.0311967,시내
5132,172520201,가야여중,35.14788,129.03466,시내
5134,172910201,가남시장,35.14963167,129.0345067,시내
5140,172120203,가야2동새마을금고,35.15105667,129.0294333,시내
5142,172120201,골목시장,35.15099167,129.024965,시내
5144,173150101,개금삼거리,35.15292861,129.0263115,시내
5152,172560101,당평초등학교,35.15973685,129.0349275,시내
5154,172250101,당감1치안센터,35.16202174,129.0427897,시내
5156,172240101,진양교차로,35.1623498,129.0466208,시내
5159,172340101,부암초등학교,35.16295831,129.0503032,시내
5161,172100301,부암교차로,35.16681899,129.0501466,시내
5162,171860201,삼부아파트,35.16629156,129.0506055,시내
